gene_id,gene_name,GeneGroup,kegg.Alzheimer,kegg.Parkinson,GWAS,raw.pval,corrected.pval,regression coefficient,,,
ENSG00000137809.11,ITGA11,protein_coding,NA,NA,NA,7.44E-06,0.001697571,0.010252313,,,
ENSG00000137947.7,GTF2B,protein_coding,NA,NA,NA,0.000589427,0.018200341,-0.003801436,,,
ENSG00000137996.8,RTCD1,protein_coding,NA,NA,NA,0.000385224,0.014840969,-0.00466046,,,
ENSG00000138002.10,IFT172,protein_coding,NA,NA,NA,8.90E-05,0.006466461,0.006543642,,,
ENSG00000138029.9,HADHB,protein_coding,NA,NA,NA,0.001861878,0.034649536,-0.004622837,,,
ENSG00000138069.12,RAB1A,protein_coding,NA,NA,NA,1.67E-05,0.002732599,-0.006299381,,,
ENSG00000138071.8,ACTR2,protein_coding,NA,NA,NA,0.000207325,0.010713432,-0.005850868,,,
ENSG00000138095.13,LRPPRC,protein_coding,NA,NA,NA,0.001515267,0.030684166,-0.004791614,,,
ENSG00000138107.6,ACTR1A,protein_coding,NA,NA,NA,0.002208262,0.038219911,-0.0035988,,,
ENSG00000138162.11,TACC2,protein_coding,NA,NA,NA,6.28E-05,0.005415027,-0.006121049,,,
ENSG00000138166.4,DUSP5,protein_coding,NA,NA,NA,0.001935017,0.03543223,0.013183578,,,
ENSG00000138193.8,PLCE1,protein_coding,NA,NA,NA,0.001242821,0.027751477,0.005727531,,,
ENSG00000138293.14,NCOA4,protein_coding,NA,NA,NA,0.001611251,0.031793269,-0.004997247,,,
ENSG00000138442.4,WDR12,protein_coding,NA,NA,NA,0.001972335,0.035800362,-0.005305422,,,
ENSG00000138463.8,DIRC2,protein_coding,NA,NA,NA,0.000612667,0.018611803,-0.005801234,,,
ENSG00000138592.8,USP8,protein_coding,NA,NA,NA,0.000419866,0.015423665,-0.005710811,,,
ENSG00000138600.5,SPPL2A,protein_coding,NA,NA,Alzheimer's_disease_(late_onset)--PubMedId:24162737,0.001248004,0.027771125,-0.00586728,,,
ENSG00000138650.5,PCDH10,protein_coding,NA,NA,NA,0.000646807,0.019208567,0.006356942,,,
ENSG00000138663.4,COPS4,protein_coding,NA,NA,NA,0.000454263,0.016087065,-0.005122482,,,
ENSG00000138670.10,RASGEF1B,protein_coding,NA,NA,NA,0.001001402,0.024468653,0.006655388,,,
ENSG00000138678.6,AGPAT9,protein_coding,NA,NA,NA,0.001410521,0.029465434,-0.006927719,,,
ENSG00000138755.5,CXCL9,protein_coding,NA,NA,NA,0.001656378,0.03234879,0.016175987,,,
ENSG00000138757.10,G3BP2,protein_coding,NA,NA,NA,0.001413334,0.029486175,-0.004781996,,,
ENSG00000138768.9,USO1,protein_coding,NA,NA,NA,0.002888068,0.044469825,-0.004240909,,,
ENSG00000138785.10,INTS12,protein_coding,NA,NA,NA,0.000259658,0.012122355,-0.004314203,,,
ENSG00000138867.12,C22orf13,protein_coding,NA,NA,NA,0.000276451,0.012529063,-0.004588068,,,
ENSG00000138964.10,PARVG,protein_coding,NA,NA,NA,0.001789217,0.033940167,0.008333773,,,
ENSG00000139180.5,NDUFA9,protein_coding,1,1,NA,0.001228037,0.027573384,-0.003987081,,,
ENSG00000139197.5,PEX5,protein_coding,NA,NA,NA,0.000280443,0.012655075,-0.00488732,,,
ENSG00000139233.2,LLPH,protein_coding,NA,NA,NA,0.000840133,0.022362382,-0.005464465,,,
ENSG00000139329.4,LUM,protein_coding,NA,NA,NA,0.000991976,0.024366962,0.012244254,,,
ENSG00000139505.9,MTMR6,protein_coding,NA,NA,NA,0.000988376,0.024325012,-0.005700683,,,
ENSG00000139645.8,ANKRD52,protein_coding,NA,NA,NA,0.001791252,0.033940167,-0.005746359,,,
ENSG00000139697.5,SBNO1,protein_coding,NA,NA,NA,0.000737404,0.02072151,-0.004446723,,,
ENSG00000139719.4,VPS33A,protein_coding,NA,NA,NA,9.17E-05,0.006531643,-0.0064996,,,
ENSG00000139722.2,VPS37B,protein_coding,NA,NA,NA,0.000347365,0.014060117,-0.004410394,,,
ENSG00000139910.15,NOVA1,protein_coding,NA,NA,NA,0.003359128,0.048319299,0.004864195,,,
ENSG00000140092.10,FBLN5,protein_coding,NA,NA,NA,0.001065886,0.025449298,0.005759934,,,
ENSG00000140157.10,NIPA2,protein_coding,NA,NA,NA,0.000413288,0.015285995,-0.005783908,,,
ENSG00000140307.6,GTF2A2,protein_coding,NA,NA,NA,0.001361467,0.029001424,-0.00334459,,,
ENSG00000140368.8,PSTPIP1,protein_coding,NA,NA,NA,0.00262007,0.042108267,0.006946262,,,
ENSG00000140374.11,ETFA,protein_coding,NA,NA,NA,0.002272533,0.038750043,-0.003920121,,,
ENSG00000140398.8,NEIL1,protein_coding,NA,NA,NA,0.000416043,0.015352826,0.006278906,,,
ENSG00000140464.14,PML,protein_coding,NA,NA,NA,0.002388171,0.039967318,0.005843827,,,
ENSG00000140488.9,CELF6,protein_coding,NA,NA,NA,0.00016591,0.009531025,0.009583538,,,
ENSG00000140526.12,ABHD2,protein_coding,NA,NA,NA,0.000225953,0.011142869,-0.006303169,,,
ENSG00000140557.6,ST8SIA2,protein_coding,NA,NA,NA,0.003122227,0.046553226,-0.004968281,,,
ENSG00000140682.14,TGFB1I1,protein_coding,NA,NA,NA,0.00117614,0.026968819,0.006305808,,,
ENSG00000140740.6,UQCRC2,protein_coding,1,1,NA,0.000657894,0.019360373,-0.00470531,,,
ENSG00000140931.15,CMTM3,protein_coding,NA,NA,NA,0.000852657,0.022460235,0.006475758,,,
ENSG00000141030.6,COPS3,protein_coding,NA,NA,NA,4.13E-05,0.004254923,-0.004956926,,,
ENSG00000141141.9,DDX52,protein_coding,NA,NA,NA,0.002921607,0.044789911,-0.003840796,,,
ENSG00000141219.10,C17orf80,protein_coding,NA,NA,NA,0.002772658,0.043440092,-0.005438204,,,
ENSG00000141293.9,SKAP1,protein_coding,NA,NA,NA,0.000839494,0.022362382,0.008632788,,,
ENSG00000141367.5,CLTC,protein_coding,NA,NA,NA,0.000105377,0.007264319,-0.006482022,,,
ENSG00000141385.3,AFG3L2,protein_coding,NA,NA,NA,0.000135501,0.008491768,-0.004915621,,,
ENSG00000141401.6,IMPA2,protein_coding,NA,NA,NA,0.003537892,0.049794832,-0.006791953,,,
ENSG00000141428.10,C18orf21,protein_coding,NA,NA,NA,3.27E-05,0.003689907,-0.005511161,,,
ENSG00000141429.6,GALNT1,protein_coding,NA,NA,NA,7.56E-05,0.005887872,-0.005946191,,,
ENSG00000141469.9,SLC14A1,protein_coding,NA,NA,NA,5.00E-06,0.001383464,0.01948631,,,
ENSG00000141577.8,AZI1,protein_coding,NA,NA,NA,0.000275658,0.012529063,0.006708652,,,
ENSG00000141736.7,ERBB2,protein_coding,NA,NA,NA,0.002550883,0.041441172,0.005511883,,,
ENSG00000141756.11,FKBP10,protein_coding,NA,NA,NA,1.00E-05,0.002109574,0.00995067,,,
ENSG00000141965.3,FEM1A,protein_coding,NA,NA,NA,0.000361879,0.014362459,-0.006802995,,,
ENSG00000142102.11,ATHL1,protein_coding,NA,NA,NA,0.000356624,0.014235618,0.009364741,,,
ENSG00000142178.7,SIK1,protein_coding,NA,NA,NA,0.002779705,0.043503556,0.01235961,,,
ENSG00000142279.6,WTIP,protein_coding,NA,NA,NA,0.002745875,0.043166591,0.006810487,,,
ENSG00000142303.6,ADAMTS10,protein_coding,NA,NA,NA,3.03E-05,0.003573514,0.011296144,,,
ENSG00000142534.1,RPS11,protein_coding,NA,NA,NA,0.000155363,0.009211797,0.005135794,,,
ENSG00000142552.2,RCN3,protein_coding,NA,NA,NA,0.000488274,0.016598797,0.00909314,,,
ENSG00000142627.9,EPHA2,protein_coding,NA,NA,NA,0.002171259,0.037964419,0.00593223,,,
ENSG00000142733.8,MAP3K6,protein_coding,NA,NA,NA,0.000728625,0.020546082,0.007708231,,,
ENSG00000142751.7,GPN2,protein_coding,NA,NA,NA,0.003305257,0.047893713,-0.003611185,,,
ENSG00000142864.10,SERBP1,protein_coding,NA,NA,NA,0.001144263,0.026443744,-0.003002789,,,
ENSG00000142910.9,TINAGL1,protein_coding,NA,NA,NA,0.003133466,0.046599905,0.005292311,,,
ENSG00000143061.13,IGSF3,protein_coding,NA,NA,NA,0.000519197,0.01711289,-0.00616318,,,
ENSG00000143067.4,ZNF697,protein_coding,NA,NA,NA,0.00204618,0.036627754,-0.005505038,,,
ENSG00000143106.8,PSMA5,protein_coding,NA,NA,NA,6.81E-05,0.005636194,-0.005598006,,,
ENSG00000143127.7,ITGA10,protein_coding,NA,NA,NA,2.75E-05,0.003399419,0.015157678,,,
ENSG00000143155.8,TIPRL,protein_coding,NA,NA,NA,5.19E-07,0.000447889,-0.0070158,,,
ENSG00000143158.6,BRP44,protein_coding,NA,NA,NA,0.0009027,0.023125703,-0.004302818,,,
ENSG00000143164.11,DCAF6,protein_coding,NA,NA,NA,0.00037629,0.014680176,-0.004849542,,,
ENSG00000143178.7,TBX19,protein_coding,NA,NA,NA,2.74E-05,0.003399419,0.009140816,,,
ENSG00000143195.7,ILDR2,protein_coding,NA,NA,NA,0.001747399,0.033500436,-0.004578482,,,
ENSG00000143207.14,RFWD2,protein_coding,NA,NA,NA,8.46E-05,0.006312941,-0.005174445,,,
ENSG00000143252.9,SDHC,protein_coding,1,1,NA,0.000174196,0.009832679,-0.004642916,,,
ENSG00000143303.7,RRNAD1,protein_coding,NA,NA,NA,0.000254367,0.012031358,0.004784812,,,
ENSG00000143369.10,ECM1,protein_coding,NA,NA,NA,0.000200328,0.010571072,0.008165634,,,
ENSG00000143507.12,DUSP10,protein_coding,NA,NA,NA,0.001167225,0.02682134,0.008278944,,,
ENSG00000143621.12,ILF2,protein_coding,NA,NA,NA,0.003240288,0.047392306,-0.003645431,,,
ENSG00000143819.8,EPHX1,protein_coding,NA,NA,NA,0.000170063,0.00968375,0.007561521,,,
ENSG00000143842.10,SOX13,protein_coding,NA,NA,NA,3.90E-05,0.004200841,0.007013777,,,
ENSG00000143933.11,CALM2,protein_coding,1,NA,NA,1.39E-05,0.002470732,-0.006422175,,,
ENSG00000144120.7,TMEM177,protein_coding,NA,NA,NA,0.000461228,0.016138632,-0.005705515,,,
ENSG00000144134.12,RABL2A,protein_coding,NA,NA,NA,0.003391168,0.048605973,0.005284491,,,
ENSG00000144214.5,LYG1,protein_coding,NA,NA,NA,0.003272582,0.047569164,0.007017406,,,
ENSG00000144285.10,SCN1A,protein_coding,NA,NA,NA,0.000857714,0.022496926,-0.005499572,,,
ENSG00000144306.9,SCRN3,protein_coding,NA,NA,NA,0.002402866,0.04004776,-0.006178878,,,
ENSG00000144357.11,UBR3,protein_coding,NA,NA,NA,0.000628086,0.018912616,-0.005900644,,,
ENSG00000144410.4,CPO,protein_coding,NA,NA,NA,8.10E-05,0.006147922,0.008229263,,,
ENSG00000144559.6,TAMM41,protein_coding,NA,NA,NA,0.002172408,0.037964419,0.005184469,,,
ENSG00000144566.5,RAB5A,protein_coding,NA,NA,NA,6.53E-05,0.005521094,-0.004999478,,,
ENSG00000144635.4,DYNC1LI1,protein_coding,NA,NA,NA,5.87E-05,0.0052411,-0.005868464,,,
ENSG00000144642.15,RBMS3,protein_coding,NA,NA,NA,0.001143451,0.026443744,0.004956849,,,
ENSG00000144648.9,CCBP2,protein_coding,NA,NA,NA,0.000118671,0.007878441,0.006155233,,,
ENSG00000144655.9,CSRNP1,protein_coding,NA,NA,NA,0.000688502,0.019828847,0.01007735,,,
ENSG00000144674.12,GOLGA4,protein_coding,NA,NA,NA,0.000404889,0.015155995,-0.005089338,,,
ENSG00000144744.12,UBA3,protein_coding,NA,NA,NA,0.000986338,0.024320653,-0.004911757,,,
ENSG00000144810.11,COL8A1,protein_coding,NA,NA,NA,0.000668088,0.019536153,0.006707581,,,
ENSG00000144837.4,PLA1A,protein_coding,NA,NA,NA,0.000106304,0.007295288,0.014620414,,,
ENSG00000145014.13,TMEM44,protein_coding,NA,NA,NA,1.11E-07,0.000199221,0.008498989,,,
ENSG00000145020.10,AMT,protein_coding,NA,NA,NA,0.000524669,0.017248219,0.009229667,,,
ENSG00000145246.8,ATP10D,protein_coding,NA,NA,NA,0.000265898,0.012324906,0.005322511,,,
ENSG00000145391.7,SETD7,protein_coding,NA,NA,NA,0.002918829,0.044777798,-0.004015656,,,
ENSG00000145649.7,GZMA,protein_coding,NA,NA,NA,0.000534378,0.017418358,0.014848567,,,
ENSG00000145817.10,YIPF5,protein_coding,NA,NA,NA,0.000235011,0.011384364,-0.005508007,,,
ENSG00000145850.4,TIMD4,protein_coding,NA,NA,NA,0.001564768,0.031333855,0.007341477,,,
ENSG00000145868.12,FBXO38,protein_coding,NA,NA,NA,0.002725147,0.04302863,-0.00487486,,,
ENSG00000146007.5,ZMAT2,protein_coding,NA,NA,NA,6.88E-05,0.005636194,-0.004449352,,,
ENSG00000146067.11,FAM193B,protein_coding,NA,NA,NA,0.000164812,0.00950164,0.006674972,,,
ENSG00000146109.3,ABT1,protein_coding,NA,NA,NA,0.001872491,0.034687543,-0.00344259,,,
ENSG00000146223.9,RPL7L1,protein_coding,NA,NA,NA,0.000182659,0.010099251,-0.005146112,,,
ENSG00000146453.7,PNLDC1,protein_coding,NA,NA,NA,0.000611666,0.018611803,0.011928362,,,
ENSG00000146476.6,C6orf211,protein_coding,NA,NA,NA,0.000749732,0.020940792,-0.00669458,,,
ENSG00000146676.5,PURB,protein_coding,NA,NA,NA,0.000725087,0.020535691,-0.004485441,,,
ENSG00000146701.6,MDH2,protein_coding,NA,NA,NA,0.000847761,0.022425758,-0.004347832,,,
ENSG00000146859.4,TMEM140,protein_coding,NA,NA,NA,0.002298739,0.039036795,0.008870065,,,
ENSG00000147119.3,CHST7,protein_coding,NA,NA,NA,0.001221309,0.027441329,0.007206838,,,
ENSG00000147138.1,GPR174,protein_coding,NA,NA,NA,7.91E-05,0.006057121,0.013041823,,,
ENSG00000147168.7,IL2RG,protein_coding,NA,NA,NA,2.12E-05,0.003001665,0.011563792,,,
ENSG00000147206.11,NXF3,protein_coding,NA,NA,NA,6.87E-06,0.001600257,0.009092331,,,
ENSG00000147231.9,CXorf57,protein_coding,NA,NA,NA,0.000772519,0.021333618,0.005547757,,,
ENSG00000147416.5,ATP6V1B2,protein_coding,NA,NA,NA,0.00166549,0.03246804,-0.005121949,,,
ENSG00000147421.12,HMBOX1,protein_coding,NA,NA,NA,0.00142524,0.02963914,0.004197925,,,
ENSG00000147533.11,GOLGA7,protein_coding,NA,NA,NA,0.002551702,0.041441172,-0.003251981,,,
ENSG00000147570.5,DNAJC5B,protein_coding,NA,NA,NA,0.000912394,0.023276817,0.003403113,,,
ENSG00000147676.9,MAL2,lncRNA,NA,NA,NA,0.000366475,0.014401345,-0.008952123,,,
ENSG00000147679.7,UTP23,protein_coding,NA,NA,NA,0.002360514,0.039668383,-0.005159465,,,
ENSG00000147852.9,VLDLR,protein_coding,NA,NA,NA,0.001201668,0.027264735,-0.006792557,,,
ENSG00000147889.10,CDKN2A,protein_coding,NA,NA,NA,5.29E-17,8.58E-13,0.016841535,,,
ENSG00000148219.12,ASTN2,protein_coding,NA,NA,NA,0.000973933,0.02416189,0.006887404,,,
ENSG00000148229.8,POLE3,protein_coding,NA,NA,NA,5.67E-05,0.005135731,-0.004997494,,,
ENSG00000148337.12,CIZ1,protein_coding,NA,NA,NA,0.000996017,0.024418955,0.003858882,,,
ENSG00000148358.12,GPR107,protein_coding,NA,NA,NA,0.001643498,0.032156727,-0.003485278,,,
ENSG00000148362.6,C9orf142,protein_coding,NA,NA,NA,3.15E-05,0.00363176,0.008494093,,,
ENSG00000148384.11,INPP5E,protein_coding,NA,NA,NA,0.002214673,0.038269558,0.004972323,,,
ENSG00000148399.7,WDR85,protein_coding,NA,NA,NA,0.003105039,0.046416683,0.004527751,,,
ENSG00000148426.6,C10orf47,protein_coding,NA,NA,NA,9.09E-05,0.006501543,0.006416821,,,
ENSG00000148459.10,PDSS1,protein_coding,NA,NA,NA,0.001095705,0.02582058,-0.00618911,,,
ENSG00000148572.9,NRBF2,protein_coding,NA,NA,NA,1.87E-06,0.000919071,-0.007224037,,,
ENSG00000148655.8,C10orf11,protein_coding,NA,NA,NA,8.68E-05,0.006416784,0.007026288,,,
ENSG00000148671.7,C10orf116,protein_coding,NA,NA,NA,4.19E-06,0.001296784,0.012611993,,,
ENSG00000148841.10,ITPRIP,protein_coding,NA,NA,NA,0.002423977,0.040221935,0.007418788,,,
ENSG00000148925.5,BTBD10,protein_coding,NA,NA,NA,5.26E-05,0.004912945,-0.006399478,,,
ENSG00000149100.8,EIF3M,protein_coding,NA,NA,NA,0.002096434,0.037215427,-0.003306242,,,
ENSG00000149131.10,SERPING1,protein_coding,NA,NA,NA,0.000378996,0.014688378,0.009011641,,,
ENSG00000149150.4,SLC43A1,protein_coding,NA,NA,NA,2.28E-05,0.003116192,0.007563346,,,
ENSG00000149201.5,CCDC81,protein_coding,NA,NA,NA,0.002418897,0.040211533,0.005542611,,,
ENSG00000149294.11,NCAM1,protein_coding,NA,NA,NA,0.000135248,0.008491768,0.007919054,,,
ENSG00000149357.5,LAMTOR1,protein_coding,NA,NA,NA,0.002953801,0.045036772,-0.003360103,,,
ENSG00000149451.11,ADAM33,protein_coding,NA,NA,NA,0.000651913,0.019254304,0.011628212,,,
ENSG00000149633.6,KIAA1755,protein_coding,NA,NA,NA,2.00E-05,0.002946199,0.011349582,,,
ENSG00000149782.7,PLCB3,protein_coding,NA,NA,NA,0.002460306,0.040587537,0.005100688,,,
ENSG00000149922.6,TBX6,protein_coding,NA,NA,NA,0.001948497,0.035498881,0.008686043,,,
ENSG00000150045.7,KLRF1,protein_coding,NA,NA,NA,0.000665717,0.019522287,0.012179444,,,
ENSG00000150048.6,CLEC1A,protein_coding,NA,NA,NA,0.001587236,0.031629867,0.008184049,,,
ENSG00000150054.12,MPP7,protein_coding,NA,NA,Alzheimer's_disease--PubMedId:22005930,0.000581975,0.01811334,-0.007753189,,,
ENSG00000150455.8,TIRAP,protein_coding,NA,NA,NA,0.003473569,0.049346626,-0.004712382,,,
ENSG00000150687.6,PRSS23,protein_coding,NA,NA,NA,0.000405199,0.015155995,0.008636196,,,
ENSG00000150712.6,MTMR12,protein_coding,NA,NA,NA,5.69E-05,0.005138578,-0.004483599,,,
ENSG00000150768.10,DLAT,protein_coding,NA,NA,NA,5.62E-06,0.00149182,-0.008934915,,,
ENSG00000150782.7,IL18,protein_coding,NA,NA,NA,0.001790529,0.033940167,0.009347584,,,
ENSG00000150991.9,UBC,protein_coding,NA,NA,NA,0.00021149,0.010794836,0.007635989,,,
ENSG00000151116.10,UEVLD,protein_coding,NA,NA,NA,0.000444575,0.01595154,-0.005925522,,,
ENSG00000151224.7,MAT1A,protein_coding,NA,NA,NA,0.001402277,0.029384864,0.005123805,,,
ENSG00000151303.10,AGAP11,lncRNA,NA,NA,NA,7.33E-06,0.001684675,0.012118412,,,
ENSG00000151465.7,CDC123,protein_coding,NA,NA,NA,9.22E-07,0.000586272,-0.008524663,,,
ENSG00000151502.5,VPS26B,protein_coding,NA,NA,NA,0.001801886,0.034041464,-0.003770852,,,
ENSG00000151694.7,ADAM17,protein_coding,1,NA,NA,0.002778028,0.04350319,-0.004813379,,,
ENSG00000151778.6,SERP2,protein_coding,NA,NA,NA,0.002559075,0.041519295,0.005222511,,,
ENSG00000151882.7,CCL28,protein_coding,NA,NA,NA,0.001504579,0.030656392,0.006752293,,,
ENSG00000151948.7,GLT1D1,protein_coding,NA,NA,NA,0.003176632,0.046932464,-0.006739205,,,
ENSG00000151952.10,TMEM132D,protein_coding,NA,NA,NA,0.000491453,0.016648842,-0.004952835,,,
ENSG00000152102.12,FAM168B,protein_coding,NA,NA,NA,4.51E-06,0.001296784,-0.005450617,,,
ENSG00000152127.4,MGAT5,protein_coding,NA,NA,NA,0.002497947,0.041062141,-0.004007425,,,
ENSG00000152133.9,CCDC75,protein_coding,NA,NA,NA,8.12E-05,0.00614964,-0.007189231,,,
ENSG00000152234.7,ATP5A1,protein_coding,1,1,NA,6.99E-05,0.005678757,-0.005383455,,,
ENSG00000152953.8,STK32B,protein_coding,NA,NA,Alzheimer's_disease_(cognitive_decline)--PubMedId:23535033,0.000174061,0.009832679,0.006817412,,,
ENSG00000153179.6,RASSF3,protein_coding,NA,NA,NA,0.001754276,0.033572684,-0.005740168,,,
ENSG00000153283.7,CD96,protein_coding,NA,NA,NA,0.000304211,0.013245542,0.008491176,,,
ENSG00000153310.12,FAM49B,protein_coding,NA,NA,NA,0.002744151,0.043166591,-0.004744806,,,
ENSG00000153560.7,UBP1,protein_coding,NA,NA,NA,0.001120017,0.026125659,-0.00425036,,,
ENSG00000153563.10,CD8A,protein_coding,NA,NA,NA,0.001343598,0.028829519,0.009208698,,,
ENSG00000153721.11,CNKSR3,protein_coding,NA,NA,Parkinson's_disease--PubMedId:22451204,0.003222505,0.04728676,0.005926995,,,
ENSG00000153902.7,LGI4,protein_coding,NA,NA,NA,0.00051876,0.01711289,0.009177059,,,
ENSG00000154127.5,UBASH3B,protein_coding,NA,NA,NA,0.000159231,0.00931245,-0.009912268,,,
ENSG00000154134.10,ROBO3,protein_coding,NA,NA,NA,0.000336792,0.013865559,0.009823373,,,
ENSG00000154162.8,CDH12,protein_coding,NA,NA,NA,0.001267759,0.027911803,-0.004259043,,,
ENSG00000154174.6,TOMM70A,protein_coding,NA,NA,NA,0.00023899,0.011488538,-0.005671298,,,
ENSG00000154240.11,CEP112,protein_coding,NA,NA,NA,0.002994102,0.045394903,0.004275848,,,
ENSG00000154262.7,ABCA6,protein_coding,NA,NA,NA,0.000137335,0.008543227,0.01155528,,,
ENSG00000154518.5,ATP5G3,protein_coding,1,1,NA,2.10E-07,0.00027681,-0.007571183,,,
ENSG00000154582.11,TCEB1,protein_coding,NA,NA,NA,3.79E-06,0.001253443,-0.00585279,,,
ENSG00000154655.9,L3MBTL4,protein_coding,NA,NA,NA,1.53E-05,0.002631139,0.007453739,,,
ENSG00000154723.8,ATP5J,protein_coding,1,1,NA,4.77E-05,0.004630801,-0.004448737,,,
ENSG00000154813.5,DPH3,protein_coding,NA,NA,NA,0.000184203,0.010129079,-0.007151622,,,
ENSG00000155008.8,APOOL,protein_coding,NA,NA,NA,0.00311711,0.046498319,-0.005252806,,,
ENSG00000155034.13,FBXL18,protein_coding,NA,NA,NA,0.001640346,0.032132525,-0.006546875,,,
ENSG00000155363.12,MOV10,protein_coding,NA,NA,NA,0.000637544,0.019053798,0.006969856,,,
ENSG00000155366.11,RHOC,protein_coding,NA,NA,NA,0.000631349,0.018958025,0.006217864,,,
ENSG00000155428.8,TRIM74,protein_coding,NA,NA,NA,0.000871476,0.022730409,0.008168772,,,
ENSG00000155438.6,MKI67IP,protein_coding,NA,NA,NA,0.002524619,0.041249448,-0.004589632,,,
ENSG00000155962.8,CLIC2,protein_coding,NA,NA,NA,0.001161409,0.026717805,0.008152779,,,
ENSG00000156194.11,PPEF2,protein_coding,NA,NA,NA,0.002592217,0.041933212,0.003563378,,,
ENSG00000156381.4,ANKRD9,protein_coding,NA,NA,NA,0.002014515,0.036330497,0.008846825,,,
ENSG00000156642.12,NPTN,protein_coding,NA,NA,NA,8.82E-05,0.006450311,-0.00828777,,,
ENSG00000156675.10,RAB11FIP1,protein_coding,NA,NA,NA,0.000461744,0.016138632,-0.005257312,,,
ENSG00000156858.7,PRR14,protein_coding,NA,NA,NA,0.003013798,0.045607033,0.003165141,,,
ENSG00000156928.4,MALSU1,protein_coding,NA,NA,NA,9.61E-06,0.002075224,-0.006158043,,,
ENSG00000157184.5,CPT2,protein_coding,NA,NA,NA,0.000180916,0.010030597,-0.009326617,,,
ENSG00000157306.10,RP11-66N24.4,lncRNA,NA,NA,NA,0.000294501,0.013046254,0.004634946,,,
ENSG00000157353.11,FUK,protein_coding,NA,NA,NA,0.000127649,0.008271646,0.005261527,,,
ENSG00000157500.5,APPL1,protein_coding,NA,NA,NA,0.000435074,0.015731182,-0.005045615,,,
ENSG00000157538.8,DSCR3,protein_coding,NA,NA,NA,0.001015846,0.024691227,-0.003760629,,,
ENSG00000157600.6,TMEM164,protein_coding,NA,NA,NA,0.000368739,0.014446358,-0.008308399,,,
ENSG00000157833.7,FAM59B,protein_coding,NA,NA,NA,0.000781189,0.021467795,0.005964324,,,
ENSG00000157873.11,TNFRSF14,protein_coding,NA,NA,NA,4.33E-05,0.004354273,0.009036812,,,
ENSG00000157895.5,C12orf43,protein_coding,NA,NA,NA,0.000335444,0.013862723,-0.006220031,,,
ENSG00000158023.5,WDR66,protein_coding,NA,NA,NA,0.000308399,0.013268286,0.006471045,,,
ENSG00000158050.4,DUSP2,protein_coding,NA,NA,NA,1.80E-05,0.002816726,0.021158569,,,
ENSG00000158106.8,RHPN1,protein_coding,NA,NA,NA,0.000179625,0.009982575,0.008442885,,,
ENSG00000158321.11,AUTS2,protein_coding,NA,NA,NA,0.002290805,0.038941278,0.005478934,,,
ENSG00000158435.3,C2orf29,protein_coding,NA,NA,NA,0.000446825,0.015961985,-0.004918826,,,
ENSG00000158815.6,FGF17,protein_coding,NA,NA,NA,0.000603681,0.018536913,0.008755508,,,
ENSG00000159167.6,STC1,protein_coding,NA,NA,NA,0.002516037,0.041150731,0.017047322,,,
ENSG00000159214.8,CCDC24,protein_coding,NA,NA,NA,0.000479773,0.016431968,0.005365788,,,
ENSG00000159348.8,CYB5R1,protein_coding,NA,NA,NA,0.002705016,0.042898926,-0.003819529,,,
ENSG00000159377.6,PSMB4,protein_coding,NA,NA,NA,0.003404408,0.048720329,-0.002824891,,,
ENSG00000159403.9,C1R,protein_coding,NA,NA,NA,0.002958282,0.04505559,0.009312175,,,
ENSG00000159479.12,MED8,protein_coding,NA,NA,NA,0.000965756,0.02406961,-0.00344608,,,
ENSG00000159588.10,CCDC17,protein_coding,NA,NA,NA,0.000137377,0.008543227,0.008391789,,,
ENSG00000159596.6,TMEM69,protein_coding,NA,NA,NA,7.80E-05,0.0060224,-0.008336016,,,
ENSG00000159618.11,GPR114,protein_coding,NA,NA,NA,0.000318146,0.013439293,0.008990557,,,
ENSG00000159674.7,SPON2,protein_coding,NA,NA,NA,0.001211089,0.027363511,0.012020297,,,
ENSG00000159753.7,RLTPR,protein_coding,NA,NA,NA,0.003164682,0.046841347,0.006449525,,,
ENSG00000159792.4,PSKH1,protein_coding,NA,NA,NA,0.001381086,0.029170264,-0.007162924,,,
ENSG00000160007.11,ARHGAP35,protein_coding,NA,NA,NA,0.002348372,0.039525846,-0.004343476,,,
ENSG00000160117.8,ANKLE1,protein_coding,NA,NA,NA,0.000112465,0.007591368,0.008036408,,,
ENSG00000160216.12,AGPAT3,protein_coding,NA,NA,NA,0.002818841,0.043951132,-0.003458146,,,
ENSG00000160298.13,C21orf58,protein_coding,NA,NA,NA,0.00228528,0.038870275,0.006322164,,,
ENSG00000160703.9,NLRX1,protein_coding,NA,NA,NA,0.000386754,0.014846955,-0.006235277,,,
ENSG00000160741.11,CRTC2,protein_coding,NA,NA,NA,0.000796254,0.021625,0.004156528,,,
ENSG00000160785.7,SLC25A44,protein_coding,NA,NA,NA,2.77E-06,0.001091096,-0.008617247,,,
ENSG00000160801.9,PTH1R,protein_coding,NA,NA,NA,7.35E-05,0.005821293,0.01065905,,,
ENSG00000160870.7,CYP3A7,protein_coding,NA,NA,NA,0.001594483,0.031649151,0.004898947,,,
ENSG00000160877.4,NACC1,protein_coding,NA,NA,NA,0.000819122,0.022006267,-0.006808457,,,
ENSG00000161057.6,PSMC2,protein_coding,NA,NA,NA,0.000388142,0.014870646,-0.004173456,,,
ENSG00000161082.7,CELF5,protein_coding,NA,NA,NA,0.00216559,0.037940224,-0.004703542,,,
