Division,Category,Gene Symbol,Gene Name,Synonyms,HGNC_IDs,HGNC_IDs Links,UniProt_IDs,Refseq_IDs,Orthology,Notes
Matrisome-associated,Secreted Factors,EDA,ectodysplasin A,ED1|ED1-A1|ED1-A2|EDA1|EDA2|HED|STHAGX1|XHED|XLHED,3157,3157,D6RA95:Q92838,NP_001005609.1:NP_001005610.2:NP_001005612.2:NP_001005613.1:NP_001390.1,Mouse:Eda|,
Matrisome-associated,Secreted Factors,EGF,epidermal growth factor (beta-urogastrone),HOMG4|URG,3229,3229,P01133,NP_001171601.1:NP_001171602.1:NP_001954.2,Mouse:Egf|,
Matrisome-associated,Secreted Factors,EGFL6,"EGF-like-domain, multiple 6",DKFZp564P2063|MAEG|W80,3235,3235,Q8IUX8,NP_001161362.1:NP_056322.2,Mouse:Egfl6|,
Matrisome-associated,Secreted Factors,EGFL7,"EGF-like-domain, multiple 7",MGC111117|RP11-251M1.2|VE-STATIN|ZNEU1,20594,20594,Q9UHF1:R4GMT3,NP_057299.1:NP_958854.1,Mouse:Egfl7|,
Matrisome-associated,Secreted Factors,EGFL8,"EGF-like-domain, multiple 8",C6orf8|FLJ44493|MGC44938|MGC59719|NG3,13944,13944,Q5JP22:Q99944,NP_085155.1,Mouse:Egfl8|,
Matrisome-associated,Secreted Factors,EPGN,epithelial mitogen homolog (mouse),ALGV3072|EPG|FLJ75542|PRO9904|epigen,17470,17470,A0PK19:H3BM13:Q6UW88,NP_001257918.1:NP_001257919.1:NP_001257920.1:NP_001257921.1:NP_001257922.1:XP_005265723.1,Mouse:Epgn|,
Matrisome-associated,Secreted Factors,EPO,erythropoietin,EP|MGC138142|MVCD2,3415,3415,P01588,NP_000790.2,Mouse:Epo|,
Matrisome-associated,Secreted Factors,EREG,epiregulin,ER,3443,3443,O14944,NP_001423.1,Mouse:Ereg|,
Matrisome-associated,Secreted Factors,FASLG,"Fas ligand (TNF superfamily, member 6)",APT1LG1|CD178|CD95L|FASL|TNFSF6,11936,11936,P48023,NP_000630.1,Mouse:Fasl|,
Matrisome-associated,Secreted Factors,FGF1,fibroblast growth factor 1 (acidic),AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-alpha|FGFA|GLI,3665,3665,B5MCF4:C9JDC5:C9JUP6:P05230,NP_000791.1:NP_001138364.1:NP_001138406.1:NP_001138407.1:NP_001244134.1:NP_001244136.1:NP_001244137.1:NP_001244138.1:NP_001244139.1:NP_149127.1:NP_149128.1,Mouse:Fgf1|,
Matrisome-associated,Secreted Factors,FGF10,fibroblast growth factor 10,-,3666,3666,D6RG33:O15520,NP_004456.1:XP_005248321.1,Mouse:Fgf10|,
Matrisome-associated,Secreted Factors,FGF11,fibroblast growth factor 11,FHF3|FLJ16061|MGC102953|MGC45269,3667,3667,I3L4N4:Q92914,NP_004103.1,Mouse:Fgf11|,
Matrisome-associated,Secreted Factors,FGF12,fibroblast growth factor 12,FGF12B|FHF1,3668,3668,C9JEN8:C9JIN3:C9JUK8:H7C1L8:P61328,NP_004104.3:NP_066360.1,Mouse:Fgf12|,
Matrisome-associated,Secreted Factors,FGF13,fibroblast growth factor 13,FGF2|FHF-2|FHF2,3670,3670,B1AJW0:B1AK17:B1B1H9:Q92913,NP_001132970.1:NP_001132972.1:NP_001132973.1:NP_001132974.1:NP_004105.1:NP_378668.1:XP_005262456.1,Mouse:Fgf13|,
Matrisome-associated,Secreted Factors,FGF14,fibroblast growth factor 14,FHF4|MGC119129|SCA27,3671,3671,Q92915,NP_004106.1:NP_787125.1,Mouse:Fgf14|,
Matrisome-associated,Secreted Factors,FGF16,fibroblast growth factor 16,-,3672,3672,H0Y5L6:O43320,NP_003859.1,Mouse:Fgf16|,
Matrisome-associated,Secreted Factors,FGF17,fibroblast growth factor 17,FGF-13,3673,3673,O60258,NP_003858.1:XP_005273733.1,Mouse:Fgf17|,
Matrisome-associated,Secreted Factors,FGF18,fibroblast growth factor 18,FGF-18|ZFGF5,3674,3674,O76093,NP_003853.1,Mouse:Fgf18|,
Matrisome-associated,Secreted Factors,FGF19,fibroblast growth factor 19,-,3675,3675,O95750,NP_005108.1,Mouse:Fgf15|,
Matrisome-associated,Secreted Factors,FGF2,fibroblast growth factor 2 (basic),BFGF|FGFB|HBGF-2,3676,3676,P09038,NP_001997.5,Mouse:Fgf2|,
Matrisome-associated,Secreted Factors,FGF20,fibroblast growth factor 20,-,3677,3677,H0YAT9:Q9NP95,NP_062825.1,Mouse:Fgf20|,
Matrisome-associated,Secreted Factors,FGF21,fibroblast growth factor 21,-,3678,3678,Q9NSA1,NP_061986.1:XP_005258788.1,Mouse:Fgf21|,
Matrisome-associated,Secreted Factors,FGF22,fibroblast growth factor 22,-,3679,3679,K7ELB9:O60371:Q9HCT0,NP_065688.1:XP_005259595.1,Mouse:Fgf22|,
Matrisome-associated,Secreted Factors,FGF23,fibroblast growth factor 23,ADHR|HPDR2|HYPF|PHPTC,3680,3680,Q9GZV9,NP_065689.1,Mouse:Fgf23|,
Matrisome-associated,Secreted Factors,FGF3,fibroblast growth factor 3 (murine mammary tumor virus integration site (v-int-2) oncogene homolog),HBGF-3|INT2,3681,3681,P11487,NP_005238.1,Mouse:Fgf3|,
Matrisome-associated,Secreted Factors,FGF4,fibroblast growth factor 4,HBGF-4|HST|HST-1|HSTF1|K-FGF|KFGF,3682,3682,P08620,NP_001998.1:XP_005273904.1:XP_006718538.1,Mouse:Fgf4|,
Matrisome-associated,Secreted Factors,FGF5,fibroblast growth factor 5,HBGF-5|Smag-82,3683,3683,H0Y9E2:P12034,NP_004455.2:NP_149134.1,Mouse:Fgf5|,
Matrisome-associated,Secreted Factors,FGF6,fibroblast growth factor 6,HBGF-6|HST2,3684,3684,H0YGZ9:P10767,NP_066276.2,Mouse:Fgf6|,
Matrisome-associated,Secreted Factors,FGF7,fibroblast growth factor 7 (keratinocyte growth factor),HBGF-7|KGF,3685,3685,H0YNE7:P21781,NP_002000.1,Mouse:Fgf7|,
Matrisome-associated,Secreted Factors,FGF8,fibroblast growth factor 8 (androgen-induced),AIGF|HBGF-8|KAL6|MGC149376,3686,3686,P55075:R4GMQ3,NP_006110.1:NP_149353.1:NP_149354.1:NP_149355.1,Mouse:Fgf8|,
Matrisome-associated,Secreted Factors,FGF9,fibroblast growth factor 9 (glia-activating factor),GAF|HBFG-9|MGC119914|MGC119915|SYNS3,3687,3687,P31371,NP_002001.1,Mouse:Fgf9|,
Matrisome-associated,Secreted Factors,FGFBP1,fibroblast growth factor binding protein 1,FGFBP|HBP17,19695,19695,Q14512,NP_005121.1,Mouse:Fgfbp1|,
Matrisome-associated,Secreted Factors,FGFBP2,fibroblast growth factor binding protein 2,HBP17RP|KSP37,29451,29451,Q9BYJ0,NP_114156.1,,
Matrisome-associated,Secreted Factors,FGFBP3,fibroblast growth factor binding protein 3,C10orf13|FGF-BP3|MGC39320,23428,23428,Q8TAT2,NP_689642.3,Mouse:Fgfbp3|,
Matrisome-associated,Secreted Factors,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),VEGF-D|VEGFD,3708,3708,O43915,NP_004460.1,Mouse:Figf|,
Matrisome-associated,Secreted Factors,FLG,filaggrin,ATOD2,3748,3748,P20930,NP_002007.1,Mouse:Flg|,
Matrisome-associated,Secreted Factors,FLG2,filaggrin family member 2,IFPS,33276,33276,Q5D862,NP_001014364.1,Mouse:Flg2|,
Matrisome-associated,Secreted Factors,FLT3LG,fms-related tyrosine kinase 3 ligand,FL,3766,3766,M0QXI0:M0QYM9:M0R2K0:M0R3A6:P49771,NP_001191431.1:NP_001191432.1:NP_001265566.1:NP_001265567.1:NP_001450.2:XP_006723180.1,Mouse:Flt3l|,
Matrisome-associated,Secreted Factors,FRZB,frizzled-related protein,FRE|FRITZ|FRP-3|FRZB-1|FRZB-PEN|FRZB1|FZRB|OS1|SFR,3959,3959,Q92765,NP_001454.2,Mouse:Frzb|,
Matrisome-associated,Secreted Factors,FST,follistatin,FS,3971,3971,H0YA75:H0YAF9:P19883,NP_006341.1:NP_037541.1,Mouse:Fst|,
Matrisome-associated,Secreted Factors,FSTL1,follistatin-like 1,FLJ50214|FLJ52277|FRP|FSL1,3972,3972,C9J5G4:H7C4W4:Q12841,NP_009016.1,Mouse:Fstl1|,
Matrisome-associated,Secreted Factors,FSTL3,follistatin-like 3 (secreted glycoprotein),FLRG|FSRP,3973,3973,K7EM71:K7ES54:O95633,NP_005851.1,Mouse:Fstl3|,
Matrisome-associated,Secreted Factors,GDF1,growth differentiation factor 1,-,4214,4214,P27539,NP_001483.3,Mouse:Gdf1|,
Matrisome-associated,Secreted Factors,GDF10,growth differentiation factor 10,BMP-3b|BMP3B,4215,4215,P55107,NP_004953.1,Mouse:Gdf10|,
Matrisome-associated,Secreted Factors,GDF11,growth differentiation factor 11,BMP-11|BMP11,4216,4216,H0YI30:O95390,NP_005802.1:XP_006719256.1:XP_006719257.1,Mouse:Gdf11|,
Matrisome-associated,Secreted Factors,GDF15,growth differentiation factor 15,GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB,30142,30142,Q99988,NP_004855.2,Mouse:Gdf15|,
Matrisome-associated,Secreted Factors,GDF2,growth differentiation factor 2,BMP-9|BMP9,4217,4217,Q9UK05,NP_057288.1,Mouse:Gdf2|,
Matrisome-associated,Secreted Factors,GDF3,growth differentiation factor 3,-,4218,4218,Q9NR23,NP_065685.1,Mouse:Gdf3|,
Matrisome-associated,Secreted Factors,GDF5,growth differentiation factor 5,BMP14|CDMP1|LAP4|OS5|SYNS2,4220,4220,P43026,NP_000548.2,Mouse:Gdf5|,
Matrisome-associated,Secreted Factors,GDF6,growth differentiation factor 6,BMP13|CDMP2|KFS|KFSL|MCOP4|MGC158100|MGC158101|SCD,4221,4221,Q6KF10,NP_001001557.1,Mouse:Gdf6|,
Matrisome-associated,Secreted Factors,GDF7,growth differentiation factor 7,BMP12,4222,4222,Q7Z4P5,NP_878248.2,Mouse:Gdf7|,
Matrisome-associated,Secreted Factors,GDF9,growth differentiation factor 9,-,4224,4224,O60383,NP_001275753.1:NP_005251.1,Mouse:Gdf9|,
Matrisome-associated,Secreted Factors,GDNF,glial cell derived neurotrophic factor,ATF1|ATF2|HFB1-GDNF,4232,4232,P39905,NP_000505.1:NP_001177397.1:NP_001177398.1:NP_001265027.1:NP_954701.1,Mouse:Gdnf|,
Matrisome-associated,Secreted Factors,GH1,growth hormone 1,GH|GH-N|GHN|IGHD1B|hGH-N,4261,4261,B1A4G9:P01241,NP_000506.2:NP_072053.1:NP_072054.1:XP_005257275.1:XP_005257276.1:NP_072055.1,Mouse:Gh|,
Matrisome-associated,Secreted Factors,GH2,growth hormone 2,GH-V|GHL|GHV|hGH-V,4262,4262,P01242,NP_002050.1:NP_072050.1:NP_072051.1:NP_072052.1,,
Matrisome-associated,Secreted Factors,HBEGF,heparin-binding EGF-like growth factor,DTR|DTS|DTSF|HEGFL,3059,3059,Q99075,NP_001936.1,Mouse:Hbegf|,
Matrisome-associated,Secreted Factors,HCFC1,host cell factor C1 (VP16-accessory protein),CFF|HCF-1|HCF1|HFC1|MGC70925|VCAF,4839,4839,A6NEM2:H7C1C4:P51610,NP_005325.2:XP_006724879.1:XP_006724878.1,Mouse:Hcfc1|,
Matrisome-associated,Secreted Factors,HCFC2,host cell factor C2,FLJ94012|HCF-2|HCF2,24972,24972,C0H5X3:F8VU09:Q9Y5Z7,NP_037452.1,Mouse:Hcfc2|,
Matrisome-associated,Secreted Factors,HGF,hepatocyte growth factor (hepapoietin A; scatter factor),DFNB39|F-TCF|HGFB|HPTA|SF,4893,4893,C9JDP4:C9JJ35:C9JS80:C9WSJ3:P14210,NP_000592.3:NP_001010931.1:NP_001010932.1:NP_001010933.1:NP_001010934.1:XP_006716019.1,Mouse:Hgf|,
Matrisome-associated,Secreted Factors,HGFAC,HGF activator,HGFA|MGC138395|MGC138397,4894,4894,D6RAR4:Q04756,NP_001519.1:XP_005248023.1,Mouse:Hgfac|,
Matrisome-associated,Secreted Factors,HHIP,hedgehog interacting protein,FLJ20992|FLJ90230|HIP,14866,14866,Q96QV1,NP_071920.1,Mouse:Hhip|,
Matrisome-associated,Secreted Factors,HRNR,hornerin,S100A16|S100a18,20846,20846,Q86YZ3,NP_001009931.1,Mouse:Hrnr|,
Matrisome-associated,Secreted Factors,IFNA1,"interferon, alpha 1",IFL|IFN|IFN-ALPHA|IFNA13|IFNA@|MGC138207|MGC138505,5417,5417,P01562,NP_008831.3:NP_076918.1,,
Matrisome-associated,Secreted Factors,IFNA10,"interferon, alpha 10",MGC119878|MGC119879,5418,5418,P01566,NP_002162.1,,
Matrisome-associated,Secreted Factors,IFNA13,"interferon, alpha 13",IFNA1,5419,5419,E9PB07:P01562,NP_008831.3:NP_008831.3:NP_076918.1,Mouse:Ifna13|,
Matrisome-associated,Secreted Factors,IFNA14,"interferon, alpha 14",LEIF2H|MGC125756|MGC125757,5420,5420,P01570,NP_002163.2,,
Matrisome-associated,Secreted Factors,IFNA16,"interferon, alpha 16",-,5421,5421,P05015,NP_002164.1,,
Matrisome-associated,Secreted Factors,IFNA17,"interferon, alpha 17",IFNA|INFA|LEIF2C1,5422,5422,P01571,NP_067091.1,,
Matrisome-associated,Secreted Factors,IFNA2,"interferon, alpha 2",IFNA|INFA2|MGC125764|MGC125765,5423,5423,P01563,NP_000596.2,,
Matrisome-associated,Secreted Factors,IFNA21,"interferon, alpha 21",MGC126687|MGC126689,5424,5424,P01568,NP_002166.2,,
Matrisome-associated,Secreted Factors,IFNA4,"interferon, alpha 4",INFA4|MGC142200,5425,5425,P05014,NP_066546.1,,
Matrisome-associated,Secreted Factors,IFNA5,"interferon, alpha 5",INFA5,5426,5426,P01569,NP_002160.1,,
Matrisome-associated,Secreted Factors,IFNA6,"interferon, alpha 6",-,5427,5427,P05013,NP_066282.1,,
Matrisome-associated,Secreted Factors,IFNA7,"interferon, alpha 7",IFNA-J,5428,5428,P01567,NP_066401.2,,
Matrisome-associated,Secreted Factors,IFNA8,"interferon, alpha 8",-,5429,5429,P32881,NP_002161.2,,
Matrisome-associated,Secreted Factors,IFNB1,"interferon, beta 1, fibroblast",IFB|IFF|IFNB|MGC96956,5434,5434,P01574,NP_002167.1,Mouse:Ifnb1|,
Matrisome-associated,Secreted Factors,IFNE,"interferon, epsilon",IFN-E|IFNE1|IFNT1|MGC119018|MGC119020|PRO655,18163,18163,Q86WN2,NP_795372.1,Mouse:Ifne|,
Matrisome-associated,Secreted Factors,IFNG,"interferon, gamma",IFG|IFI,5438,5438,P01579,NP_000610.2,Mouse:Ifng|,
Matrisome-associated,Secreted Factors,IFNK,"interferon, kappa",RP11-27J8.1,21714,21714,Q9P0W0,NP_064509.2,Mouse:Ifnk|,
Matrisome-associated,Secreted Factors,IFNW1,"interferon, omega 1",-,5448,5448,P05000,NP_002168.1,,
Matrisome-associated,Secreted Factors,IGF1,insulin-like growth factor 1 (somatomedin C),IGF1A|IGFI,5464,5464,P05019:Q13429,NP_000609.1:NP_001104754.1:NP_001104755.1:NP_001104753.1,Mouse:Igf1|,
Matrisome-associated,Secreted Factors,IGF2,insulin-like growth factor 2 (somatomedin A),C11orf43|FLJ22066|FLJ44734|INSIGF|pp9974,5466,5466,P01344,NP_000603.1:NP_001007140.2:NP_001121070.1:NP_001278790.1:NP_001278791.1,Mouse:Igf2|,
Matrisome-associated,Secreted Factors,IHH,Indian hedgehog homolog (Drosophila),BDA1|HHG2,5956,5956,Q14623,NP_002172.2,Mouse:Ihh|,
Matrisome-associated,Secreted Factors,IL10,interleukin 10,CSIF|IL-10|IL10A|MGC126450|MGC126451|TGIF,5962,5962,P22301,NP_000563.1,Mouse:Il10|,
Matrisome-associated,Secreted Factors,IL11,interleukin 11,AGIF|IL-11,5966,5966,K7ESD5:P20809,NP_000632.1:NP_001254647.1,Mouse:Il11|,
Matrisome-associated,Secreted Factors,IL12A,"interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)",CLMF|IL-12A|NFSK|NKSF1|P35,5969,5969,E7ENE1:E9PGR3:P29459,NP_000873.2:XP_005247492.1,Mouse:Il12a|,
Matrisome-associated,Secreted Factors,IL12B,"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)",CLMF|CLMF2|IL-12B|NKSF|NKSF2,5970,5970,P29460,NP_002178.2,Mouse:Il12b|,
Matrisome-associated,Secreted Factors,IL13,interleukin 13,ALRH|BHR1|IL-13|MGC116786|MGC116788|MGC116789|P600,5973,5973,P35225,NP_002179.2,Mouse:Il13|,
Matrisome-associated,Secreted Factors,IL15,interleukin 15,IL-15|MGC9721,5977,5977,P40933,NP_000576.1:NP_751915.1,Mouse:Il15|,
Matrisome-associated,Secreted Factors,IL16,interleukin 16 (lymphocyte chemoattractant factor),FLJ16806|FLJ42735|FLJ44234|LCF|NIL16|PRIL16|prIL-1,5980,5980,H0YKB7:H0YLB1:H0YLH9:H0YLL1:H3BN12:H3BT15:H3BVH5:Q14005,NP_001165599.1:NP_004504.3:NP_757366.2:XP_005254403.1,Mouse:Il16|,
Matrisome-associated,Secreted Factors,IL17A,interleukin 17A,CTLA8|IL-17|IL-17A|IL17,5981,5981,Q16552,NP_002181.1,Mouse:Il17a|,
Matrisome-associated,Secreted Factors,IL17B,interleukin 17B,IL-17B|IL-20|MGC138900|MGC138901|ZCYTO7,5982,5982,Q9UHF5,NP_055258.1,Mouse:Il17b|,
Matrisome-associated,Secreted Factors,IL17C,interleukin 17C,CX2|IL-17C|IL-21|MGC126884|MGC138401,5983,5983,Q9P0M4,NP_037410.1,Mouse:Il17c|,
Matrisome-associated,Secreted Factors,IL17D,interleukin 17D,FLJ30846|IL-17D|IL-22|IL-27|IL27,5984,5984,Q8TAD2,NP_612141.1,Mouse:Il17d|,
Matrisome-associated,Secreted Factors,IL17F,interleukin 17F,IL-17F|ML-1|ML1,16404,16404,Q96PD4,NP_443104.1,Mouse:Il17f|,
Matrisome-associated,Secreted Factors,IL18,interleukin 18 (interferon-gamma-inducing factor),IGIF|IL-18|IL-1g|IL1F4|MGC12320,5986,5986,Q14116,NP_001230140.1:NP_001553.1,Mouse:Il18|,
Matrisome-associated,Secreted Factors,IL19,interleukin 19,IL-10C|MDA1|NG.1|ZMDA1,5990,5990,Q9UHD0,NP_037503.2:NP_715639.1,Mouse:Il19|,
Matrisome-associated,Secreted Factors,IL1A,"interleukin 1, alpha",IL-1A|IL1|IL1-ALPHA|IL1F1,5991,5991,P01583,NP_000566.3,Mouse:Il1a|,
Matrisome-associated,Secreted Factors,IL1B,"interleukin 1, beta",IL-1|IL1-BETA|IL1F2,5992,5992,C9JSC2:C9JVK0:C9JWV2:P01584,NP_000567.1,Mouse:Il1b|,
Matrisome-associated,Secreted Factors,IL1F10,"interleukin 1 family, member 10 (theta)",FIL1-theta|FKSG75|IL-1HY2|IL1-theta|MGC119831|MGC1,15552,15552,H7BXV3:Q8WWZ1,NP_115945.4:NP_775184.1,Mouse:Il1f10|,
Matrisome-associated,Secreted Factors,IL36RN,"interleukin 1 family, member 5 (delta)",FIL1|FIL1(DELTA)|FIL1D|IL1HY1|IL1L1|IL1RP3|MGC2984,15561,15561,C9JTH1:Q9UBH0:U3KPW9,NP_036407.1:NP_775262.1:XP_005263695.1,Mouse:Il1f5|,
Matrisome-associated,Secreted Factors,IL36A,"interleukin 1 family, member 6 (epsilon)",FIL1|FIL1(EPSILON)|FIL1E|IL-1F6|IL1(EPSILON)|MGC12,15562,15562,Q9UHA7,NP_055255.1:XP_005263696.1,Mouse:Il1f6|,
Matrisome-associated,Secreted Factors,IL37,"interleukin 1 family, member 7 (zeta)",FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H4|IL-1RP1|IL1H4|,15563,15563,Q9NZH6,NP_055254.2:NP_775294.1:NP_775295.1:NP_775296.1:NP_775297.1,,
Matrisome-associated,Secreted Factors,IL36B,"interleukin 1 family, member 8 (eta)",FIL1|FIL1-(ETA)|FIL1H|IL-1F8|IL-1H2|IL1-ETA|IL1H2|,15564,15564,Q9NZH7,NP_055253.2:NP_775270.1,Mouse:Il1f8|,
Matrisome-associated,Secreted Factors,IL36G,"interleukin 1 family, member 9",IL-1F9|IL-1H1|IL-1RP2|IL1E|IL1H1|IL1RP2,15741,15741,C9J681:Q9NZH8,NP_001265497.1:NP_062564.1,Mouse:Il1f9|,
Matrisome-associated,Secreted Factors,IL1RN,interleukin 1 receptor antagonist,DIRA|ICIL-1RA|IL-1ra3|IL1F3|IL1RA|IRAP|MGC10430|MV,6000,6000,P18510,NP_000568.1:NP_776213.1:NP_776214.1:NP_776215.1:XP_005263718.1:XP_006712560.1,Mouse:Il1rn|,
Matrisome-associated,Secreted Factors,IL2,interleukin 2,IL-2|TCGF|lymphokine,6001,6001,P60568,NP_000577.2,Mouse:Il2|,
Matrisome-associated,Secreted Factors,IL20,interleukin 20,IL-20|IL10D|MGC96907|ZCYTO10,6002,6002,Q9NYY1,NP_061194.2:XP_005273210.1,Mouse:Il20|,
Matrisome-associated,Secreted Factors,IL22,interleukin 22,IL-21|IL-22|IL-D110|IL-TIF|IL21|ILTIF|MGC79382|MGC,14900,14900,Q9GZX6,NP_065386.1:XP_005268986.1,Mouse:Il22|,
Matrisome-associated,Secreted Factors,IL23A,"interleukin 23, alpha subunit p19",IL-23|IL-23A|IL23P19|MGC79388|P19|SGRF,15488,15488,Q9NPF7,NP_057668.1,Mouse:Il23a|,
Matrisome-associated,Secreted Factors,IL24,interleukin 24,C49A|FISP|IL-24|IL10B|MDA7|Mob-5|ST16|mda-7,11346,11346,E7ER64:E7ETP6:Q13007,NP_001172085.1:NP_001172086.1:NP_001172087.1:NP_006841.1,Mouse:Il24|,
Matrisome-associated,Secreted Factors,IL25,interleukin 25,IL17E,13765,13765,Q9H293,NP_073626.1:NP_758525.1,Mouse:Il25|,
Matrisome-associated,Secreted Factors,IL26,interleukin 26,AK155|IL-26,17119,17119,Q9NPH9,NP_060872.1,,
Matrisome-associated,Secreted Factors,IL3,"interleukin 3 (colony-stimulating factor, multiple)",IL-3|MCGF|MGC79398|MGC79399|MULTI-CSF,6011,6011,P08700,NP_000579.2,Mouse:Il3|,
Matrisome-associated,Secreted Factors,IL34,interleukin 34,C16orf77|IL-34|MGC34647,28529,28529,H3BPB7:J3QQT3:Q6ZMJ4,NP_001166242.1:NP_001166243.1:NP_689669.2,Mouse:Il34|,
Matrisome-associated,Secreted Factors,IL4,interleukin 4,BCGF-1|BCGF1|BSF1|IL-4|MGC79402,6014,6014,P05112,NP_000580.1:NP_758858.1,Mouse:Il4|,
Matrisome-associated,Secreted Factors,IL5,"interleukin 5 (colony-stimulating factor, eosinophil)",EDF|IL-5|TRF,6016,6016,C9JQP9:P05113,NP_000870.1,Mouse:Il5|,
Matrisome-associated,Secreted Factors,IL6,"interleukin 6 (interferon, beta 2)",BSF2|HGF|HSF|IFNB2|IL-6,6018,6018,B4DNQ5:B4DNV3:B5MC14:B5MC21:B5MCZ3:C9J5B0:P05231,NP_000591.1:XP_005249802.1,Mouse:Il6|,
Matrisome-associated,Secreted Factors,IL7,interleukin 7,IL-7,6023,6023,P13232:Q5FBY3:Q5FBY6,NP_000871.1:NP_001186815.1:NP_001186816.1:NP_001186817.1,Mouse:Il7|,
Matrisome-associated,Secreted Factors,IL9,interleukin 9,HP40|IL-9|P40,6029,6029,P15248,NP_000581.1,Mouse:Il9|,
Matrisome-associated,Secreted Factors,INHA,"inhibin, alpha",-,6065,6065,P05111,NP_002182.1,Mouse:Inha|,
Matrisome-associated,Secreted Factors,INHBA,"inhibin, beta A",EDF|FRP,6066,6066,P08476,NP_002183.1,Mouse:Inhba|,
Matrisome-associated,Secreted Factors,INHBB,"inhibin, beta B",MGC157939,6067,6067,P09529,NP_002184.2,Mouse:Inhbb|,
Matrisome-associated,Secreted Factors,INHBC,"inhibin, beta C",IHBC,6068,6068,P55103,NP_005529.1,Mouse:Inhbc|,
Matrisome-associated,Secreted Factors,INHBE,"inhibin, beta E",MGC4638,24029,24029,F8VNP4:P58166,NP_113667.1,Mouse:Inhbe|,
Matrisome-associated,Secreted Factors,INS,insulin,ILPR|IRDN,6081,6081,A6XGL2:C9JNR5:P01308,NP_000198.1:NP_001172026.1:NP_001172027.1:NP_001278826.1,Mouse:Ins2|,
Matrisome-associated,Secreted Factors,INS-IGF2,INS-IGF2 readthrough transcript,-,33527,33527,F8WCM5,NP_001035835.1,,
Matrisome-associated,Secreted Factors,INSL3,insulin-like 3 (Leydig cell),MGC119818|MGC119819|RLF|RLNL,6086,6086,M0QXQ3:P51460,NP_001252516.1:NP_005534.2,Mouse:Insl3|,
Matrisome-associated,Secreted Factors,INSL5,insulin-like 5,MGC126695|MGC126697|PRO182|UNQ156,6088,6088,Q9Y5Q6,NP_005469.2,Mouse:Insl5|,
Matrisome-associated,Secreted Factors,INSL6,insulin-like 6,RIF1,6089,6089,Q9Y581,NP_009110.2,Mouse:Insl6|,
Matrisome-associated,Secreted Factors,ISM1,isthmin 1 homolog (zebrafish),C20orf82|ISM|Isthmin|bA149I18.1|dJ1077I2.1,16213,16213,B1AKI9,NP_543016.1,Mouse:Ism1|,
Matrisome-associated,Secreted Factors,ISM2,isthmin 2 homolog (zebrafish),DKFZp686E0215|FLJ32147|MGC119416|TAIL1|THSD3,23176,23176,G3V2Q2:G3XAI3:H7C4M8:H7C5B3:Q6H9L7,NP_872315.2:NP_954993.1,Mouse:Ism2|,
Matrisome-associated,Secreted Factors,KITLG,KIT ligand,DKFZp686F2250|FPH2|KL-1|Kitl|MGF|SCF|SF|SHEP7,6343,6343,P21583:S4R384:S4R442,NP_000890.1:NP_003985.2,Mouse:Kitl|,
Matrisome-associated,Secreted Factors,LEFTY1,left-right determination factor 1,LEFTB|LEFTYB,6552,6552,O75610,NP_066277.1,Mouse:Lefty1|,
Matrisome-associated,Secreted Factors,LEFTY2,left-right determination factor 2,EBAF|LEFTA|LEFTYA|MGC46222|TGFB4,3122,3122,O00292,NP_001165896.1:NP_003231.2,Mouse:Lefty2|,
Matrisome-associated,Secreted Factors,LEP,leptin,FLJ94114|OB|OBS,6553,6553,P41159,NP_000221.1:XP_005250397.1,Mouse:Lep|,
Matrisome-associated,Secreted Factors,LIF,leukemia inhibitory factor (cholinergic differentiation factor),CDF|DIA|HILDA,6596,6596,P15018,NP_001244064.1:NP_002300.1:XP_006724303.1,Mouse:Lif|,
Matrisome-associated,Secreted Factors,LTA,"lymphotoxin alpha (TNF superfamily, member 1)",LT|TNFB|TNFSF1,6709,6709,P01374,NP_000586.2:NP_001153212.1,Mouse:Lta|,
Matrisome-associated,Secreted Factors,LTB,"lymphotoxin beta (TNF superfamily, member 3)",TNFC|TNFSF3|p33,6711,6711,Q06643,NP_002332.1:NP_033666.1,Mouse:Ltb|,
Matrisome-associated,Secreted Factors,MDK,midkine (neurite growth-promoting factor 2),FLJ27379|MK|NEGF2,6972,6972,C9JHA4:E9PLM6:E9PPJ5:P21741,NP_001012333.1:NP_001012334.1:NP_001257479.1:NP_001257480.1:NP_001257481.1:NP_002382.1,Mouse:Mdk|,
Matrisome-associated,Secreted Factors,MEGF10,multiple EGF-like-domains 10,DKFZp781K1852|FLJ41574|KIAA1780,29634,29634,Q96KG7,NP_001243474.1:NP_115822.1,Mouse:Megf10|,
Matrisome-associated,Secreted Factors,MEGF11,multiple EGF-like-domains 11,DKFZp434L121|KIAA1781,29635,29635,A6BM72:C9JYE7:H3BR81,NP_115821.2,Mouse:Megf11|,
Matrisome-associated,Secreted Factors,MEGF6,multiple EGF-like-domains 6,EGFL3|KIAA0815,3232,3232,H7C557:H7C5N9:O75095,NP_001400.3,Mouse:Megf6|,
