Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder,Tissue enriched,Group enriched,Tissue enhance,Classification
ENSG00000196184,OR10J1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,Testis,,,Tissue enriched
ENSG00000196187,TMEM63A,9.39,14.82,30.21,25.28,14.24,9.84,6.08,22.45,10.95,20.85,7.17,18.98,12.77,12.83,33.39,14.72,25.57,14.24,33.93,25.42,67.35,16.89,19.1,23.23,47.64,3.59,6.29,12.03,14,Salivary gland,,,Expressed in all
ENSG00000196188,CTSE,0,5.87,0,6.87,182.52,0,0,0,0,15.80,0,0,0,22.31,0,0,0,0,0,16.28,0,133.63,0,0,1214.25,0,0,6.45,0,Stomach,,,Tissue enriched
ENSG00000196189,SEMA4A,1.14,22.64,5.99,4.24,1.96,0.94,12.3,6.42,11.62,7.03,0,9.15,0,8.73,12.84,2.2,0,0.99,14.62,3.06,10.76,2.69,2.14,7.83,4.44,0,2.27,21.9,4.26,Appendix,,,Mixed
ENSG00000196196,HRCT1,1.06,0,0,3.55,4.83,0,1.08,0.86,1.83,0.00,0,0,0,3.68,0,0,0,3.08,4.09,9.26,0,6.49,1.54,1.05,0,2.17,0,0,1.51,Rectum,,Rectum;,Tissue enhanced
ENSG00000196199,MPHOSPH8,25.22,23.11,26.04,17.02,14.95,19.18,18.01,15.77,11.84,18.81,22.4,15.38,7.55,24.19,28.69,35.49,9.86,18.09,25.34,23.36,17.73,26.79,29.97,30.67,28.22,24.63,27.1,16.65,19.74,Ovary,,,Expressed in all
ENSG00000196208,GREB1,1.48,0,3.84,0,0,31.09,0,31.26,0,1.93,0,0,0,0,0,97.89,0,4.34,54.65,0,0,0,21.15,0,0,12.58,0,0,0,Ovary,Testis;Smooth muscle;Endometrium;Fallopian tube;Prostate;Ovary;,,Group enriched
ENSG00000196209,SIRPB2,1.05,14.5,0,1.33,0,0,1.11,0,13.71,2.33,0,0,2.31,5.2,4.88,0,0,4.81,0,0,0,0,0,3.58,0,0,0,2.21,3.12,Appendix,,Fat;Appendix,Tissue enhanced
ENSG00000196214,ZNF766,3.51,7.65,2.78,7.23,2.83,9.15,6.51,9.89,4.91,6.22,1.67,9.64,4.59,8.38,14.19,13.73,0,5.36,9.09,6.85,6.43,3.79,10.85,8.53,7.97,12.13,8.97,9.74,8.22,Lymph node,,,Mixed
ENSG00000196218,RYR1,2,1.03,2.56,0,0,0,2.79,0,0,0.92,0,2.2,0,3.65,0,0,0,0,0,0,0,0,0,1.51,0,9.9,1.34,2.04,1.15,Testis,,Testis;,Tissue enhanced
ENSG00000196220,SRGAP3,3.2,0,12.92,0,0,1.96,0,12.63,0,0.00,0,4.53,0,0,1.08,3.72,0,0,0,0,2.12,0,1,0,1.41,2.73,0.98,0,1.69,Brain,,Fallopian tube;Brain,Tissue enhanced
ENSG00000196227,FAM217B,3.51,4.79,18.63,3.06,3.75,6.45,4.12,4.02,1.45,2.71,6.16,5,0,3.45,6.58,6.49,0,5.4,7.74,2.82,3.03,3.54,5.48,4.77,4.32,7.39,5.53,6.23,3.09,Brain,,,Mixed
ENSG00000196228,SULT1C3,0,0,0,0,1.41,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duodenum,,,Tissue enriched
ENSG00000196230,TUBB,105.98,229.87,98.19,230.28,93.14,324.93,150.95,165.13,146.07,151.14,141.57,96.12,185.09,191.58,177.49,360.34,77.7,186.07,113.3,152.47,117.12,78.72,228.43,108.86,89.12,97.84,106.35,369.66,182.98,Tonsil,,,Expressed in all
ENSG00000196233,LCOR,3.36,5.12,2.5,7.05,10.88,4.73,5.15,5.28,1.8,3.22,1.59,6.09,1.87,1.7,7.18,4.95,2.79,4.84,2.57,8.1,4.1,10.94,4.34,5.21,9.12,6.87,5.73,4.22,2.89,Small intestine,,,Expressed in all
ENSG00000196235,SUPT5H,35.11,31.51,33.67,21.69,27.69,30.32,29.09,30.8,24.41,33.01,27.05,16.72,17.19,30.75,41.87,41.04,30.62,32.63,32.34,24.17,31.36,32.49,37.49,36.21,30.9,91.64,29.4,28.55,37.96,Testis,,,Expressed in all
ENSG00000196236,XPNPEP3,2.46,1.34,2.4,2.18,4.62,3.14,1.2,4.35,0,1.19,2.76,5.03,4.54,0,1.2,1.59,0,0,1.61,1.21,0,0,1.66,1.6,1.99,5.26,3.51,1.46,6.29,Urinary bladder,,,Mixed
ENSG00000196247,ZNF107,5.49,6.97,3.57,1.26,1.45,1.75,1.04,1.43,0,0.00,0,1.27,0,1.67,15.77,1.89,0,0,1.53,1.49,1.66,3.03,1.33,5.39,2.48,1.34,1.78,9.27,1.35,Lymph node,,Lymph node;,Tissue enhanced
ENSG00000196260,SFTA2,0,0,0,0,0,0,18.05,2.96,0,20.25,0,0,0,174.69,0,0,5.32,0,0,0,0,0,0,0,11.03,0,0,0,0,Lung,,,Tissue enriched
ENSG00000196262,PPIA,150.69,225.28,167.99,476.82,214.9,171.3,257.95,214.55,167.08,137.45,149.64,165.28,178.63,268.47,145.57,111.25,87.54,173.13,162.92,337.88,123.23,201.12,177.96,179.32,148.98,95.35,133.7,511.11,165.13,Tonsil,,,Expressed in all
ENSG00000196263,ZNF471,3.91,1.01,6.57,1,0,2.75,2.03,5.14,1.31,3.24,1.71,2.3,0,1.46,1.18,6.69,0,1.81,4.9,3.85,2.2,0,6.56,1.27,1.33,4.07,5.82,0,1.57,Ovary,,,Mixed
ENSG00000196267,ZNF836,35.62,1,0,3.67,2.94,5.42,3.56,4.93,0,3.97,0,4.59,0,4.64,5.75,8.26,0,3.18,6.34,3.99,2.57,1.3,6.47,6.28,3.74,1.19,3.42,4.02,1.58,Adrenal gland,,Adrenal gland;,Tissue enhanced
ENSG00000196268,ZNF493,3,2.26,6.56,2.51,2.25,3.66,0,3.65,1.45,1.30,0,4.22,0,2.34,8.18,9.65,0,0.97,4.47,3.9,2.1,3.33,4.35,5.47,5.49,9.14,26.16,3.72,1.74,Thyroid,,Thyroid;,Tissue enhanced
ENSG00000196275,GTF2IRD2,5.61,4.71,6.06,5.97,3.99,9.91,5.8,12.21,3.16,5.24,6.32,7.84,6.76,7.35,4.4,13.25,3.96,3.69,8.21,9.63,6.4,5.63,11.8,4.38,10.05,4.01,8.09,5.14,6.68,Ovary,,,Expressed in all
ENSG00000196277,GRM7,2.1,0,0,0,0,5.19,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,Endometrium,Smooth muscle;Adrenal gland;Endometrium,,Group enriched
ENSG00000196284,SUPT3H,8.77,3.64,6.76,2.49,2.68,5.34,5.85,8.2,2.46,3.75,3.85,6.42,3.02,3.83,2.93,12.36,2.55,5.1,4.5,4.93,5.9,4.1,7.11,3.16,3.23,15.46,6.46,3.51,6.81,Testis,,,Expressed in all
ENSG00000196290,NIF3L1,12.34,11.51,15.49,21.95,11.67,13.98,11.16,21.92,3.31,10.66,13.6,21.27,17.08,9.69,14.69,12.46,3.25,11.34,11.47,18.81,10.98,12.61,15.44,12.75,17.66,13.75,10.29,24.83,14.91,Tonsil,,,Expressed in all
ENSG00000196296,ATP2A1,0,0,0,0,0,0,0,0,0,0.00,0,6.67,0,0,0,0,0,0,0,0,0,1.41,0,0,0,3.26,0,0,0,Kidney,Small intestine;Testis;Kidney,,Group enriched
ENSG00000196305,IARS,25.1,30.61,25.46,38.85,16.62,32.54,32.25,29.6,16.38,11.61,23.1,35.74,13.3,20.31,21.81,16.5,24.24,21.16,23.77,30.72,29.83,14.3,38.65,18.81,26.44,26.4,119.19,40.17,26.7,Thyroid,,,Expressed in all
ENSG00000196312,HIATL2,5.78,4.04,4.54,2.4,3.33,3.36,4.73,4.81,2.31,3.60,1.91,2.15,0,5.53,2.6,4.71,2.56,4.69,5.87,2.43,2.28,3.67,3.93,4.29,4.76,8.17,3.41,4.33,2.6,Testis,,,Mixed
ENSG00000196313,POM121,11.28,13.94,14.12,11.85,16.16,10.95,10.25,11.7,20.47,10.61,4.34,8.66,6.03,10.51,18.66,13.76,14.79,12.87,15.03,10.78,11.2,16.71,11.57,16.55,12.64,12.21,12.29,13.92,9.99,Fat,,,Expressed in all
ENSG00000196323,ZBTB44,12.07,10.36,9.45,7.28,6.77,8.55,8.85,16.55,5.33,8.18,8.75,30.09,9.15,6.89,14.42,11.23,3.69,10.33,11.16,12.54,7.46,8.89,9.77,14.47,10.37,29.25,13.88,14.58,9.93,Kidney,,,Expressed in all
ENSG00000196329,GIMAP5,4.69,20.12,1.09,14.66,6.51,10.32,6.21,4.69,26.76,9.25,7.8,9.88,13.76,12.93,62.06,4.74,3.09,18.7,2.33,11.86,2.02,11.9,24.23,25.81,1.25,2.51,7.33,38.64,14.82,Lymph node,,,Expressed in all
ENSG00000196335,STK31,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.78,0,0,0,Testis,,,Tissue enriched
ENSG00000196338,NLGN3,9.13,0,46.71,0,0,6.6,0,0.99,0,1.56,0,0,0,0,0,2.72,0,0,2.51,0,0,0,0,0,0,1.9,0,0,0,Brain,,,Tissue enriched
ENSG00000196344,ADH7,0,0,0,0,0,0,123.97,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72,0,0,29.14,0,Esophagus,Stomach;Tonsil;Esophagus,,Group enriched
ENSG00000196345,ZKSCAN7,1.24,1.01,1.43,0,0,2.44,0,1.8,0,1.26,0,1.4,0,1.3,1.68,3.58,0,0,2.53,1.08,0,0,2.41,1.69,0,1.78,0.96,1.5,1.57,Ovary,,,Mixed
ENSG00000196350,ZNF729,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,Testis,,,Tissue enriched
ENSG00000196352,CD55,97.64,96.79,5.2,32.33,24.89,23.78,39.63,18.84,92.45,19.95,31.42,16.33,15.24,192.45,19.75,40.97,13.74,75.65,12.61,24.7,64.85,23.45,53.65,22.83,21.22,21.59,98.54,29.22,106.96,Lung,,,Expressed in all
ENSG00000196353,CPNE4,0,0,6.9,0,1.32,0,0,0,0,0.00,0,2.16,0,0,0,0,0,0,43.4,0,0,0,0,2.71,0,2.81,0,0,0,Prostate,,,Tissue enriched
ENSG00000196357,ZNF565,1.41,0,2.15,1.43,0,1.19,0,2.39,1.11,1.78,0,1.14,0,0,1.58,3.01,0,1.06,2.03,2.29,0,1.82,2.07,1.65,1.94,1.7,1.16,1.7,1.88,Ovary,,,Mixed
ENSG00000196358,NTNG2,0,0,6.64,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0,0,Brain,Prostate;Brain;,,Group enriched
ENSG00000196361,ELAVL3,0,0,23.55,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000196363,WDR5,9.16,9.47,10,13.61,12.96,9.93,8.9,11.3,10.44,6.78,7.47,8.01,7.65,8.03,8.29,12.53,11.38,10.09,9.88,10.26,11.3,13.13,10.52,8.61,9.91,24.54,6.84,12.96,7.84,Testis,,,Expressed in all
ENSG00000196365,LONP1,94.78,15.24,22.31,8.71,16.75,13.55,14.84,17.77,13.16,17.18,34.17,9.19,24.65,18.16,13.52,17.58,17.33,15,16.51,7.72,22.15,17.91,12.17,16.35,13.08,15.78,55.4,6.71,14.39,Adrenal gland,,,Expressed in all
ENSG00000196367,TRRAP,4.73,6.62,4.11,3.71,4.28,5.96,3.05,7.8,1.48,3.55,1.54,4.93,0,3.09,9.97,11.22,0,4.3,2.1,2.69,4.08,3.66,4.3,5.73,4.5,8.96,4.34,5.65,3.83,Ovary,,,Mixed
ENSG00000196368,NUDT11,4.46,0.96,13.34,0,1.14,5.05,1.66,0,0,1.05,0,0,0,0,0,5.55,0,0,16.65,1.48,0,1.1,3.85,0,0,42.04,0,0,1.43,Testis,Smooth muscle;Adrenal gland;Endometrium;Ovary;Brain;Prostate;Testis,,Group enriched
ENSG00000196369,SRGAP2B,14.66,7.66,13.65,4.97,4.7,10.97,9.84,13.63,14.13,15.36,4.98,9.62,4.02,10.37,16.21,13.22,2.64,15.72,3.21,5.02,0,1.55,13.5,14.12,5.92,4.53,10.29,4.81,14.42,Lymph node,,,Mixed
ENSG00000196371,FUT4,1.05,3.55,0,9.55,9.87,2.53,1.67,0,2.55,3.20,0,0,0,1.63,3.4,1.95,3.55,1.97,1.43,4.52,4.47,10.26,2.95,2.5,10.21,1.31,0,1.89,1.72,Small intestine,,,Mixed
ENSG00000196372,ASB13,14.32,8.44,12.34,12.15,19.74,7.9,5.36,9.46,3.94,10.17,3.48,10.59,25.36,7.26,9.03,14.12,6,3.95,8.24,1.79,5.1,23.95,6.26,8.46,10.22,3.74,2.02,5.69,6.31,Liver,,,Expressed in all
ENSG00000196376,SLC35F1,1.14,0,28.15,1.23,0,0,0,0,0,0.00,5.49,0,0,0,0,0,0,0,0,1.83,0,0,1.21,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000196378,ZNF34,2.86,2.24,5.59,1.59,1.64,4.06,2.06,3.15,2.61,3.79,2.66,3.85,2.29,2.85,3.2,6.53,3.17,3.32,3.23,4.17,1.99,2.53,9.12,3.31,2.63,3.69,3.28,2.04,4.31,Smooth muscle,,,Expressed in all
ENSG00000196381,ZNF781,1.06,0,0,0,0,1.29,0,0,0,0.00,0,0,0,0,0,1.66,0,0,0,1.18,0,0,1.69,1.04,0,0,0,0,0,Smooth muscle,Spleen;Adrenal gland;Rectum;Endometrium;Ovary;Smooth muscle;,,Group enriched
ENSG00000196387,ZNF140,9.34,4.65,8.05,6.21,5.57,10.52,5.71,10.72,7.13,7.10,2.28,6.41,4.5,6.8,8.34,10.63,7.21,7.16,8.93,7.6,6.17,4.21,9.56,7.64,5.69,8.73,10.31,7.83,6.15,Fallopian tube,,,Expressed in all
ENSG00000196388,INCA1,0,0,1.85,0,1.44,0,0,0.86,0,1.09,1.67,0,0,1.28,0,1.69,0,0,2.58,1.22,0,1.53,2.18,1.74,1.27,15.57,0.96,0,0,Testis,,,Tissue enriched
ENSG00000196391,ZNF774,0,0,3.45,5.63,0,5.26,0,5.44,0,0.00,0,0,0,0,0,0,0,0,0,4.05,0,0,6.7,0,3.06,0,0.87,0,0,Smooth muscle,Stomach;Brain;Rectum;Endometrium;Fallopian tube;Colon;Smooth muscle,,Group enriched
ENSG00000196396,PTPN1,15.02,38.79,11.01,16.03,9.82,14.64,17.77,9.57,41.36,14.28,11.73,14.36,6.38,29.62,41.67,13.04,9.03,24.06,16.12,15.54,8.18,9.32,15.08,22.63,11.89,18.77,11.05,42.25,20.28,Tonsil,,,Expressed in all
ENSG00000196405,EVL,21.49,71.31,71.57,23.27,20.65,46.67,23.18,17.87,23.64,45.87,20.82,13.68,17.43,41.12,130.12,42.45,21.54,23.78,31.47,18.78,32.57,40.75,48.92,88.84,27.46,31.72,8.89,111.87,39.31,Lymph node,,,Expressed in all
ENSG00000196406,SPANXD,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,0,0,Testis,,,Tissue enriched
ENSG00000196407,THEM5,1.16,0,0,0,0,0,1.24,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Esophagus,Adrenal gland;Esophagus;,,Group enriched
ENSG00000196408,NOXO1,0,2.79,0,3.17,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,Colon,Rectum;Appendix;Colon,,Group enriched
ENSG00000196411,EPHB4,14.31,5.41,1.4,8.79,6.05,29.44,8.49,4.95,8.8,24.69,5.92,5.93,9.16,17.73,3.24,19.18,6.38,17.08,15.4,8.46,12.3,5.7,24.54,17.57,10.41,7.5,2.94,2.29,10.86,Endometrium,,,Expressed in all
ENSG00000196415,PRTN3,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,Salivary gland,,,Tissue enriched
ENSG00000196417,ZNF765,2.15,2.2,0,2.64,1.88,2.2,1.83,1.91,1.75,1.41,0,2.56,0,2.36,3.72,5.95,0,3.64,8.1,2.36,1.82,1.8,3.64,1.91,2.34,4.62,2.43,2.53,1.83,Prostate,,,Mixed
ENSG00000196418,ZNF124,0,2.07,0,6.35,4.34,3.72,1.04,0.99,1.39,1.43,0,2.2,0,2.01,4.04,1.25,0,1.39,1.31,3.04,0,3.27,1.95,2.34,2.54,1.46,1.1,3.54,1.55,Colon,,,Mixed
ENSG00000196419,XRCC6,105.46,100.24,58.84,120.09,81.55,93.23,88.52,96.09,60.26,63.58,78.76,92.66,68.3,89.24,81.85,88.11,47.34,80.96,72.49,83.44,61.12,77.48,89.8,69.17,68.65,146.98,70.11,128.4,81.11,Testis,,,Expressed in all
ENSG00000196422,PPP1R26,3.64,1.27,5.53,1.73,3.41,3.47,2.23,5.64,1.24,3.92,5.71,1.49,1.37,6.38,1.14,2.83,3.78,3.48,5.57,2.1,5.86,4.4,1.53,2.44,7.47,5.42,4.21,0,2.58,Stomach,,,Mixed
ENSG00000196427,NBPF4,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,Testis,,,Tissue enriched
ENSG00000196428,TSC22D2,10.49,12.3,8.38,7.89,4.95,11.93,20.45,4.44,38.84,8.42,10.62,7.49,4.64,11.54,7.34,7.28,3.72,12.32,4.65,14.59,5.63,5.97,15.52,12.41,10.04,23.47,9.29,5.98,20.78,Fat,,,Expressed in all
ENSG00000196436,NPIPB15,0,0,2.55,9.39,6.21,0,0,8.13,1.98,4.61,1.78,1.97,2.49,1.43,3.7,0,3.18,6.1,7.75,16.54,5.14,0,1.27,3.16,7.69,13.89,2.8,0,3.71,Rectum,,,Mixed
ENSG00000196437,ZNF569,1.77,0.99,2.04,0,0,2.72,0,1.79,0,1.02,2.08,2.71,0,1.26,1.45,3.07,0,1.18,1.63,0,0,0,1.4,0,0,6.43,3.23,2.17,1.52,Testis,,,Mixed
ENSG00000196440,ARMCX4,6.13,1.03,11.72,1.11,0,3.21,0,2.46,2.35,3.52,0,1.09,0,1.19,1.26,8.93,0,1.24,7.09,4.09,0,0,11.69,3.44,0,1.05,1.41,0,0,Brain,,,Mixed
ENSG00000196449,YRDC,8.18,8.63,5.63,10.11,6.25,6.44,8.05,5.41,14.84,6.62,3.87,6.74,6.63,8.09,6.52,3.83,8.81,9.77,6.92,9.33,3.5,5.77,6.1,4.62,7.4,17.27,10.28,8.04,8.69,Testis,,,Expressed in all
ENSG00000196453,ZNF777,2.89,2.94,4.93,2.55,3.12,5.08,2.82,3.92,3.02,3.71,1.71,1.94,1.9,3.19,3.84,5.72,3.52,4.22,4.18,2.33,5.03,2.88,4.58,4.25,3.49,4.72,3.48,2.45,3.42,Ovary,,,Expressed in all
ENSG00000196455,PIK3R4,8.72,6.95,9.3,7.01,5.79,8.21,7.46,8.49,5,5.93,4.41,11.85,17.46,6.42,8.47,9.16,3.65,7.43,7.18,6.94,5.69,7.31,11.43,8.42,7.34,10.89,8.67,9.02,6.7,Liver,,,Expressed in all
ENSG00000196456,ZNF775,0,0,2.12,0,0,0,0,0,0,0.00,0,0,0,1.3,0,2.17,0,0,3.09,0,0,1.12,0,0.95,0,0.92,0,0,0,Prostate,Testis;Spleen;Small intestine;Lung;Brain;Ovary;Prostate,,Group enriched
ENSG00000196458,ZNF605,2.13,2.08,3.68,1.83,1.65,3.19,1.85,3.11,0,1.51,2.13,4.06,1.47,1.4,3.06,4.67,0,2.33,3.3,1.94,2.15,1.79,2.3,2.12,2.55,1.91,6.04,2.15,1.95,Thyroid,,,Mixed
ENSG00000196459,TRAPPC2,3.3,3.26,5.91,4.78,5.11,5.4,4.29,4.88,1.65,4.08,2.34,4.23,2.63,3.5,8.74,6.14,0,3.32,5,6.51,3.56,3.56,7.68,6.71,6.39,2.65,4.89,7.59,3.35,Lymph node,,,Mixed
ENSG00000196460,RFX8,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,Thyroid,,,Tissue enriched
ENSG00000196465,MYL6B,19.83,9.92,37.42,7.98,4.77,26.16,11.65,23.97,13.22,38.78,28.66,13.79,8.87,11.76,7.28,42.71,8.66,7.8,11.92,5.14,11.43,5.96,20.35,5.9,5.59,69.29,14.7,15.11,13.11,Testis,,,Expressed in all
ENSG00000196466,ZNF799,0,1.37,1.27,2.44,1.07,3.59,1,3.16,1.24,1.67,0,2.11,2.15,2,1.91,1.88,0,3.47,1.77,2.45,0,1.64,1.71,1.62,1.42,2.45,0.99,1.67,1.89,Endometrium,,,Mixed
ENSG00000196470,SIAH1,9.08,9.38,15.88,13.79,11.63,18.05,10.37,14.74,11.88,13.00,11.61,10.73,6.55,12.72,9.27,13.6,7.32,28.68,11.65,14.15,7.85,10.35,13.33,9.12,13.44,20.6,17,10.98,9.33,Placenta,,,Expressed in all
ENSG00000196475,GK2,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,0,0,0,Testis,,,Tissue enriched
ENSG00000196476,C20orf96,4.43,3.13,8.86,5,5.73,9.73,3.1,44.7,2.69,7.38,2.26,4.6,0,6.9,2.91,11.88,0,1.29,9.51,6.49,2.71,5.78,8.89,6.32,7.03,15.86,5.52,3.04,4.63,Fallopian tube,,Fallopian tube;,Tissue enhanced
ENSG00000196482,ESRRG,3.72,0,2.64,0,4.8,0,0,2.18,0,0.00,3.67,27.3,0,0,0,0,0,4.33,3.32,0,6.1,5.25,0,0,1.65,0,4.99,0,0,Kidney,,Kidney;,Tissue enhanced
ENSG00000196497,IPO4,7.89,9.36,2.73,6.11,5.05,10.25,7.85,17.15,6.97,4.55,3.4,3.95,3.7,5.79,6.19,5.75,10.95,4.58,5.94,4,10.05,3.94,5.88,4.8,4.85,18.34,10.89,5.67,4.64,Testis,,,Expressed in all
ENSG00000196498,NCOR2,17.12,19.7,34.9,3.42,15.33,18.83,13.59,10.5,13.16,12.98,7.61,1.99,0,24.36,13.96,29.89,15.92,13.89,28.43,2.38,34.6,22.25,10.28,17.48,25.47,18.26,9.2,2.14,14.17,Brain,,,Mixed
ENSG00000196502,SULT1A1,139.85,9.56,5.25,41.7,128.12,9.44,3.63,19.12,28.13,16.65,10.12,15.52,124.46,49.95,7.25,4.73,7,7.78,7.5,28.2,10.04,116.09,15.53,24.42,10.46,5.2,16.35,3.32,24.51,Adrenal gland,,,Expressed in all
ENSG00000196503,ARL9,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,Testis,Gallbladder;Testis;,,Group enriched
ENSG00000196504,PRPF40A,16.15,24.58,15.78,22.17,20.99,24.66,27.34,23.65,15.64,19.05,13.51,14.77,11.84,16.14,30.74,15.46,9.66,18.97,16.82,16.97,12.64,21.7,18.17,19.38,25.26,23.21,28.61,26.48,19.59,Lymph node,,,Expressed in all
ENSG00000196505,GDAP2,2.51,2.35,0,3.21,2.82,2.86,3.16,2.46,2.33,2.94,0,4.34,1.62,2.58,2.75,1.13,0,1.58,2.73,3.61,0,2.64,2.34,2.8,3.45,5.1,4.75,3.6,2.2,Testis,,,Mixed
ENSG00000196507,TCEAL3,29.14,9.89,37.45,4.65,7.34,38.62,12.36,17.98,7.74,24.06,19.29,8.97,0,15.87,2.82,40.07,16.24,14.72,41.32,9.73,17.21,5.23,39.63,15.07,15.68,25.78,9.39,3.39,20.03,Prostate,,,Mixed
ENSG00000196510,ANAPC7,13.9,14.22,12.68,12.55,9.38,23,19.07,18.8,6.82,8.84,12.23,16.17,8.26,12.96,13.96,11.67,7.3,7.31,16.88,14.88,16.66,6.11,13.95,10.09,12.82,25.68,18.09,17.63,16.41,Testis,,,Expressed in all
ENSG00000196511,TPK1,3.13,4.79,1.24,3.79,12.95,0,2.5,0,4.39,4.14,1.51,4,2.71,4.71,8.6,1.97,0,4.09,1.6,2.72,2.19,10.67,4.17,4.75,1.09,3.55,4.62,3.09,4.95,Duodenum,,,Mixed
ENSG00000196517,SLC6A9,16.54,4.02,14.96,3.81,1.12,4.9,9.33,7.34,0,5.35,0,0,0,3.8,0,0.91,0,0,1.33,2.12,7.09,0,5.62,0,0,0,8.86,2.44,5.56,Adrenal gland,,,Mixed
ENSG00000196526,AFAP1,2.24,6.58,12.41,6.78,4.67,12.57,12.43,1.89,5.73,8.90,3,2.9,0,6.24,3.85,5.49,0,12.27,6.47,8.13,5.16,5.64,13.62,4.02,5.32,9.4,2.91,3.34,10.95,Smooth muscle,,,Mixed
ENSG00000196531,NACA,694.31,625.77,409.81,856.44,695.51,917.95,834.45,865.81,446.74,718.39,558.46,614.46,620.98,505.84,915.57,1532.7,589.91,489.43,693.73,750.12,762.3,688.14,754.94,626.44,504.23,342.07,1041.6,1301.79,707.07,Ovary,,,Expressed in all
ENSG00000196535,MYO18A,6,12.24,15.43,8.51,14.78,8.22,15.61,6.32,6.97,16.08,26.12,4.86,14.76,12.16,19,8.96,8.71,8.5,8.41,9.69,6.21,14.83,13.78,15.68,14.03,10.79,6.32,9.93,9.59,Heart,,,Expressed in all
ENSG00000196542,SPTSSB,0,0,2.41,0,1.27,0,4.25,0,0,0.00,0,0,0,0,0,0,0,0,8.05,0,4.04,0,0,0,55.98,0,0,1.44,17.59,Stomach,Prostate;Urinary bladder;Stomach,,Group enriched
ENSG00000196544,BORCS6,1.7,2.41,1.9,2.03,3.37,1.57,1.29,1.64,0,2.36,2.42,1.25,0,2.8,2.75,2.02,3.35,2.17,2.92,1.18,2.33,3.96,2.15,2.89,1.91,1.54,1.58,1.94,2.02,Small intestine,,,Mixed
ENSG00000196547,MAN2A2,18.22,14.04,36.83,12.1,14.27,4.84,7.18,8.45,27.61,17.90,19.06,8.32,10.41,16.36,20.87,11.95,21.31,12.55,13.16,14.83,32.81,15.9,13.93,24.51,17.88,21.17,17.64,10.58,12.26,Brain,,,Expressed in all
ENSG00000196549,MME,0,5.16,0,0,306.55,17.9,1.07,0,44.9,2.75,2.73,292.9,66.16,32.84,1.14,0,0,56.74,58.57,2.23,2.43,397.23,0,2.18,0,0,0,10.89,7.1,Small intestine,Kidney;Duodenum;Small intestine,,Group enriched
ENSG00000196550,FAM72A,0,3.43,0,1.02,0,0,0,0,2.01,0.00,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,1.49,0,5.31,0,Tonsil,Colon;Testis;Lymph node;Fat;Appendix;Tonsil;,,Group enriched
ENSG00000196557,CACNA1H,4.48,3.24,0,0,3.57,9.62,9.36,1.04,1.13,12.81,0,0,0,0,0,34.84,0,1.64,12.96,4.98,0,1.19,8.6,0,2.43,5.86,0,0,18.58,Ovary,,Ovary;,Tissue enhanced
ENSG00000196562,SULF2,6.22,23.59,90.96,26.05,24.56,123.69,62.14,41.14,45.33,53.83,18.64,16.71,0,13.81,21.66,88.25,0,31.35,14.91,36.19,4.33,10.44,79.09,13.19,12.6,29.75,6.76,13.67,41.24,Endometrium,,,Mixed
